Year,country,Origin,value
1995,Canada,Mozambique,21
1995,Canada,Mauritania,22
1995,Canada,Mauritius,1
1995,Canada,Malawi,27
1995,Canada,Malaysia,72
1995,Canada,Namibia,1
1995,Canada,Niger,4
1995,Canada,Nigeria,492
1995,Canada,Nicaragua,541
1995,Canada,Netherlands,81
1995,Canada,Norway,1
1995,Canada,Nepal,5
1995,Canada,Oman,9
1995,Canada,Pakistan,2573
1995,Canada,Panama,102
1995,Canada,Peru,1266
1995,Canada,Philippines,268
1995,Canada,Poland,15690
1995,Canada,Puerto Rico,12
1995,Canada,Dem. People's Rep. of Korea,1
1995,Canada,Portugal,23
1995,Canada,Paraguay,35
1995,Canada,Qatar,30
1995,Canada,Romania,1813
1995,Canada,Russian Federation,1613
1995,Canada,Rwanda,519
1995,Canada,Saudi Arabia,251
1995,Canada,Sudan,1992
1995,Canada,Senegal,16
1995,Canada,Singapore,8
1995,Canada,Sierra Leone,52
1995,Canada,El Salvador,7261
1995,Canada,Somalia,14673
1995,Canada,Serbia and Kosovo (S/RES/1244 (1999)),1953
1995,Canada,Sao Tome and Principe,1
1995,Canada,Suriname,14
1995,Canada,Slovakia,7
1995,Canada,Slovenia,23
1995,Canada,Sweden,25
1995,Canada,Swaziland,15
1995,Canada,Seychelles,305
1995,Canada,Syrian Arab Rep.,365
1995,Canada,Chad,46
1995,Canada,Togo,65
1995,Canada,Thailand,163
1995,Canada,Tajikistan,1
1995,Canada,Trinidad and Tobago,12
1995,Canada,Tunisia,60
1995,Canada,Turkey,558
1995,Canada,United Rep. of Tanzania,33
1995,Canada,Uganda,268
1995,Canada,Ukraine,594
1995,Canada,Uruguay,236
1995,Canada,United States of America,233
1995,Canada,Uzbekistan,50
1995,Canada,Saint Vincent and the Grenadines,7
1995,Canada,Venezuela (Bolivarian Republic of),466
1995,Canada,Viet Nam,8853
1995,Canada,Yemen,90
1995,Canada,South Africa,71
1995,Canada,Zambia,17
1995,Canada,Zimbabwe,20
1995,Switzerland,Afghanistan,455
1995,Switzerland,Angola,44
1995,Switzerland,Albania,38
1995,Switzerland,Bangladesh,7
1995,Switzerland,Bosnia and Herzegovina,4499
1995,Switzerland,Dem. Rep. of the Congo,120
1995,Switzerland,Czech Rep.,587
1995,Switzerland,Algeria,12
1995,Switzerland,Ethiopia,271
1995,Switzerland,India,9
1995,Switzerland,Iran (Islamic Rep. of),792
1995,Switzerland,Iraq,378
1995,Switzerland,Sri Lanka,297
1995,Switzerland,Pakistan,121
1995,Switzerland,Rwanda,48
1995,Switzerland,Somalia,213
1995,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),710
1995,Switzerland,Turkey,3750
1995,Switzerland,Viet Nam,4197
1995,Chile,Angola,5
1995,Chile,Burundi,1
1995,Chile,Bosnia and Herzegovina,3
1995,Chile,Colombia,12
1995,Chile,Cuba,43
1995,Chile,Ecuador,1
1995,Chile,Egypt,1
1995,Chile,Croatia,3
1995,Chile,Iraq,5
1995,Chile,Liberia,1
1995,Chile,Peru,205
1995,Chile,Russian Federation,1
1995,Chile,Serbia and Kosovo (S/RES/1244 (1999)),1
1995,Chile,Viet Nam,1
1995,China,Burundi,7
1995,China,Iran (Islamic Rep. of),3
1995,China,Cambodia,30
1995,China,Lao People's Dem. Rep.,1451
1995,China,Sri Lanka,1
1995,China,Rwanda,4
1995,China,Sudan,1
1995,China,Somalia,29
1995,China,Viet Nam,286783
1995,Côte d'Ivoire,Burundi,14
1995,Côte d'Ivoire,Cameroon,115
1995,Côte d'Ivoire,Ghana,75
1995,Côte d'Ivoire,Liberia,297117
1995,Côte d'Ivoire,Rwanda,84
1995,Côte d'Ivoire,Viet Nam,253
1995,Cameroon,Burundi,180
1995,Cameroon,Central African Rep.,166
1995,Cameroon,Dem. Rep. of the Congo,19
1995,Cameroon,Ghana,112
1995,Cameroon,Equatorial Guinea,59
1995,Cameroon,Liberia,52
1995,Cameroon,Rwanda,547
1995,Cameroon,Sudan,126
1995,Cameroon,Chad,44445
1995,Dem. Rep. of the Congo,Angola,108338
1995,Dem. Rep. of the Congo,Burundi,117902
1995,Dem. Rep. of the Congo,Rwanda,1100642
1995,Dem. Rep. of the Congo,Sudan,94192
1995,Dem. Rep. of the Congo,Uganda,12611
1995,Congo,Angola,19404
1995,Colombia,Chile,35
1995,Colombia,Cuba,12
1995,Colombia,Haiti,8
1995,Colombia,Hungary,30
1995,Colombia,Iran (Islamic Rep. of),10
1995,Colombia,Nicaragua,74
1995,Colombia,Peru,15
1995,Colombia,Serbia and Kosovo (S/RES/1244 (1999)),9
1995,Colombia,Stateless,3
1995,Costa Rica,Colombia,34
1995,Costa Rica,Cuba,584
1995,Costa Rica,Nicaragua,18984
1995,Costa Rica,El Salvador,4154
1995,Cuba,Ethiopia,4
1995,Cuba,Namibia,5
1995,Cuba,Rwanda,4
1995,Cuba,Sudan,271
1995,Cuba,South Africa,8
1995,Cyprus,Bosnia and Herzegovina,43
1995,Cyprus,Iran (Islamic Rep. of),2
1995,Cyprus,Iraq,3
1995,Cyprus,Palestinian,1
1995,Cyprus,Sudan,2
1995,Cyprus,Somalia,4
1995,Germany,Bosnia and Herzegovina,320000
1995,Germany,Stateless,18800
1995,Djibouti,Burundi,3
1995,Djibouti,Ethiopia,5979
1995,Djibouti,Iraq,1
1995,Djibouti,Rwanda,4
1995,Djibouti,Somalia,21321
1995,Djibouti,Yemen,2
1995,Denmark,Afghanistan,748
1995,Denmark,Albania,3
1995,Denmark,Argentina,7
1995,Denmark,Armenia,93
1995,Denmark,Burundi,5
1995,Denmark,Benin,1
1995,Denmark,Bangladesh,12
1995,Denmark,Bulgaria,18
1995,Denmark,Bahrain,44
1995,Denmark,Bosnia and Herzegovina,23629
1995,Denmark,Botswana,3
1995,Denmark,Chile,39
1995,Denmark,China,180
1995,Denmark,Cameroon,1
1995,Denmark,Dem. Rep. of the Congo,35
1995,Denmark,Comoros,2
1995,Denmark,Costa Rica,1
1995,Denmark,Cuba,3
1995,Denmark,Czech Rep.,39
1995,Denmark,Algeria,1
1995,Denmark,Egypt,9
1995,Denmark,Ethiopia,288
1995,Denmark,Ghana,16
1995,Denmark,Guinea,1
1995,Denmark,Gambia,1
1995,Denmark,Honduras,4
1995,Denmark,Croatia,7
1995,Denmark,Hungary,26
1995,Denmark,India,3
1995,Denmark,Iran (Islamic Rep. of),4243
1995,Denmark,Iraq,5271
1995,Denmark,Israel,13
1995,Denmark,Jordan,35
1995,Denmark,Kazakhstan,1
1995,Denmark,Kenya,8
1995,Denmark,Cambodia,24
1995,Denmark,Kuwait,4
1995,Denmark,Lebanon,1763
1995,Denmark,Liberia,15
1995,Denmark,Libya,9
1995,Denmark,Sri Lanka,4124
1995,Denmark,Morocco,5
1995,Denmark,Myanmar,4
1995,Denmark,Mauritania,3
1995,Denmark,Pakistan,32
1995,Denmark,Peru,16
1995,Denmark,Philippines,1
1995,Denmark,Poland,643
1995,Denmark,Palestinian,7640
1995,Denmark,Romania,221
1995,Denmark,Russian Federation,190
1995,Denmark,Rwanda,4
1995,Denmark,Sudan,25
1995,Denmark,Sierra Leone,3
1995,Denmark,El Salvador,1
1995,Denmark,Somalia,4677
1995,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),750
1995,Denmark,Syrian Arab Rep.,129
1995,Denmark,Chad,1
1995,Denmark,Togo,2
1995,Denmark,Tunisia,5
1995,Denmark,Turkey,167
1995,Denmark,Uganda,107
1995,Denmark,Ukraine,4
1995,Denmark,Viet Nam,730
1995,Denmark,Stateless,120
1995,Denmark,Yemen,4
1995,Denmark,South Africa,3
1995,Dominican Rep.,Chile,4
1995,Dominican Rep.,Cuba,30
1995,Dominican Rep.,Haiti,947
1995,Dominican Rep.,Peru,2
1995,Dominican Rep.,Russian Federation,2
1995,Algeria,Western Sahara,165000
1995,Algeria,Mali,17265
1995,Algeria,Niger,10181
1995,Ecuador,Afghanistan,8
1995,Ecuador,Chile,10
1995,Ecuador,Dem. Rep. of the Congo,4
1995,Ecuador,Colombia,92
1995,Ecuador,Croatia,5
1995,Ecuador,Iran (Islamic Rep. of),35
1995,Ecuador,Serbia and Kosovo (S/RES/1244 (1999)),4
1995,Ecuador,Syrian Arab Rep.,15
1995,Ecuador,Viet Nam,8
1995,Egypt,Afghanistan,23
1995,Egypt,Armenia,1
1995,Egypt,Burundi,36
1995,Egypt,Bosnia and Herzegovina,5
1995,Egypt,Dem. Rep. of the Congo,7
1995,Egypt,Djibouti,1
1995,Egypt,Algeria,1
1995,Egypt,Eritrea,9
1995,Egypt,Ethiopia,37
1995,Egypt,Iran (Islamic Rep. of),2
1995,Egypt,Iraq,29
1995,Egypt,Kuwait,4
1995,Egypt,Liberia,43
1995,Egypt,Libya,4
1995,Egypt,Nigeria,1
1995,Egypt,Palestinian,5
1995,Egypt,Rwanda,57
1995,Egypt,Sudan,1221
1995,Egypt,Somalia,3579
1995,Egypt,Serbia and Kosovo (S/RES/1244 (1999)),25
1995,Egypt,Syrian Arab Rep.,2
1995,Egypt,Chad,5
1995,Egypt,Stateless,188
1995,Egypt,Yemen,122
1995,Eritrea,Burundi,1
1995,Eritrea,Liberia,1
1995,Eritrea,Sudan,37
1995,Eritrea,Somalia,1044
1995,Spain,Afghanistan,69
1995,Spain,Angola,133
1995,Spain,Albania,9
1995,Spain,Armenia,72
1995,Spain,Azerbaijan,13
1995,Spain,Burundi,2
1995,Spain,Bangladesh,4
1995,Spain,Bulgaria,3
1995,Spain,Bahrain,1
1995,Spain,Bosnia and Herzegovina,722
1995,Spain,Chile,93
1995,Spain,China,8
1995,Spain,Cameroon,10
1995,Spain,Dem. Rep. of the Congo,59
1995,Spain,Congo,1
1995,Spain,Colombia,45
1995,Spain,Cuba,650
1995,Spain,Czech Rep.,1
1995,Spain,Algeria,81
1995,Spain,Ethiopia,48
1995,Spain,Georgia,12
1995,Spain,Ghana,4
1995,Spain,Gambia,1
1995,Spain,Guinea-Bissau,4
1995,Spain,Equatorial Guinea,136
1995,Spain,Guatemala,1
1995,Spain,Croatia,1
1995,Spain,Hungary,4
1995,Spain,India,3
1995,Spain,Iran (Islamic Rep. of),287
1995,Spain,Iraq,249
1995,Spain,Jordan,1
1995,Spain,Kyrgyzstan,1
1995,Spain,Cambodia,2
1995,Spain,Lao People's Dem. Rep.,88
1995,Spain,Lebanon,1
1995,Spain,Liberia,34
1995,Spain,Sri Lanka,7
1995,Spain,Morocco,15
1995,Spain,Rep. of Moldova,1
1995,Spain,The former Yugoslav Republic of Macedonia,2
1995,Spain,Myanmar,4
1995,Spain,Mozambique,4
1995,Spain,Mauritania,5
1995,Spain,Nigeria,9
1995,Spain,Pakistan,8
1995,Spain,Peru,200
1995,Spain,Poland,10
1995,Spain,Palestinian,1
1995,Spain,Romania,42
1995,Spain,Russian Federation,16
1995,Spain,Rwanda,9
1995,Spain,Sudan,12
1995,Spain,Senegal,2
1995,Spain,El Salvador,11
1995,Spain,Somalia,75
1995,Spain,Serbia and Kosovo (S/RES/1244 (1999)),16
1995,Spain,Syrian Arab Rep.,24
1995,Spain,Chad,1
1995,Spain,Tajikistan,4
1995,Spain,Tunisia,2
1995,Spain,Turkey,6
1995,Spain,Ukraine,3
1995,Spain,Uzbekistan,1
1995,Spain,Viet Nam,314
1995,Spain,Stateless,15
1995,Spain,Yemen,2
1995,Ethiopia,Angola,5
1995,Ethiopia,Burundi,8
1995,Ethiopia,Dem. Rep. of the Congo,38
1995,Ethiopia,Djibouti,18000
1995,Ethiopia,Kenya,8680
1995,Ethiopia,Rwanda,61
1995,Ethiopia,Sudan,61113
1995,Ethiopia,Somalia,305351
1995,Ethiopia,Uganda,108
1995,Ethiopia,Yemen,33
1995,Fiji,Sri Lanka,9
1995,France,Afghanistan,1294
1995,France,Angola,1505
1995,France,Albania,713
1995,France,Argentina,8
1995,France,Armenia,463
1995,France,Burundi,101
1995,France,Benin,12
1995,France,Burkina Faso,40
1995,France,Bangladesh,286
1995,France,Bulgaria,436
1995,France,Bosnia and Herzegovina,649
1995,France,Belarus,9
1995,France,Bolivia (Plurinational State of),49
1995,France,Central African Rep.,65
1995,France,Chile,1239
1995,France,China,1003
1995,France,Côte d'Ivoire,19
1995,France,Cameroon,77
1995,France,Dem. Rep. of the Congo,5232
1995,France,Congo,146
1995,France,Colombia,352
1995,France,Comoros,4
1995,France,Cabo Verde,1
1995,France,Cuba,90
1995,France,Czech Rep.,59
1995,France,Djibouti,25
1995,France,Dominican Rep.,1
1995,France,Algeria,150
1995,France,Ecuador,13
1995,France,Egypt,127
1995,France,Eritrea,1
1995,France,Estonia,22
1995,France,Ethiopia,338
1995,France,Gabon,3
1995,France,Georgia,43
1995,France,Ghana,861
1995,France,Guinea,255
1995,France,Gambia,44
1995,France,Guinea-Bissau,815
1995,France,Equatorial Guinea,25
1995,France,Guatemala,29
1995,France,Guyana,1
1995,France,Honduras,2
1995,France,Croatia,29
1995,France,Haiti,2379
1995,France,Hungary,130
1995,France,Indonesia,19
1995,France,India,51
1995,France,Iran (Islamic Rep. of),3535
1995,France,Iraq,1128
1995,France,Israel,4
1995,France,Jordan,9
1995,France,Kazakhstan,4
1995,France,Kenya,2
1995,France,Cambodia,25344
1995,France,Rep. of Korea,6
1995,France,Lao People's Dem. Rep.,15242
1995,France,Lebanon,71
1995,France,Liberia,140
1995,France,Libya,5
1995,France,Sri Lanka,15531
1995,France,Lithuania,27
1995,France,Latvia,38
1995,France,Morocco,132
1995,France,Rep. of Moldova,1
1995,France,Madagascar,77
1995,France,Mexico,6
1995,France,Mali,156
1995,France,Myanmar,38
1995,France,Mozambique,14
1995,France,Mauritania,1328
1995,France,Mauritius,12
1995,France,Malawi,1
1995,France,Malaysia,3
1995,France,Namibia,7
1995,France,Niger,17
1995,France,Nigeria,107
1995,France,Nicaragua,2
1995,France,Nepal,3
1995,France,Pakistan,142
1995,France,Panama,2
1995,France,Peru,519
1995,France,Philippines,5
1995,France,Poland,478
1995,France,Dem. People's Rep. of Korea,1
1995,France,Paraguay,6
1995,France,Palestinian,82
1995,France,Romania,2852
1995,France,Russian Federation,1180
1995,France,Rwanda,263
1995,France,Sudan,108
1995,France,Senegal,35
1995,France,Sierra Leone,16
1995,France,El Salvador,28
1995,France,Somalia,530
1995,France,Serbia and Kosovo (S/RES/1244 (1999)),5208
1995,France,Sao Tome and Principe,2
1995,France,Slovakia,2
1995,France,Seychelles,9
1995,France,Syrian Arab Rep.,213
1995,France,Chad,310
1995,France,Togo,139
1995,France,Tibetan,30
1995,France,Tunisia,120
1995,France,Turkey,12770
1995,France,United Rep. of Tanzania,3
1995,France,Uganda,44
1995,France,Ukraine,295
1995,France,Uruguay,4
1995,France,Viet Nam,20618
1995,France,Stateless,916
1995,France,South Africa,41
1995,France,Zimbabwe,3
1995,Gabon,Angola,111
1995,Gabon,Burundi,49
1995,Gabon,Cameroon,4
1995,Gabon,Dem. Rep. of the Congo,49
1995,Gabon,Ghana,6
1995,Gabon,Equatorial Guinea,112
1995,Gabon,Liberia,39
1995,Gabon,Mali,2
1995,Gabon,Mauritania,126
1995,Gabon,Rwanda,77
1995,Gabon,Sierra Leone,5
1995,Gabon,Somalia,18
1995,Gabon,Sao Tome and Principe,32
1995,Gabon,Chad,145
1995,Gabon,Togo,16
1995,United Kingdom,Afghanistan,820
1995,United Kingdom,Angola,133
1995,United Kingdom,Bangladesh,25
1995,United Kingdom,Bulgaria,39
1995,United Kingdom,China,283
1995,United Kingdom,Dem. Rep. of the Congo,264
1995,United Kingdom,Colombia,159
1995,United Kingdom,Djibouti,10
1995,United Kingdom,Algeria,25
1995,United Kingdom,Ethiopia,5045
1995,United Kingdom,Ghana,504
1995,United Kingdom,India,940
1995,United Kingdom,Iran (Islamic Rep. of),3397
1995,United Kingdom,Iraq,4208
1995,United Kingdom,Jordan,5
1995,United Kingdom,Kenya,35
1995,United Kingdom,Rep. of Korea,5
1995,United Kingdom,Lebanon,1551
1995,United Kingdom,Liberia,115
1995,United Kingdom,Libya,20
1995,United Kingdom,Sri Lanka,11499
1995,United Kingdom,Myanmar,15
1995,United Kingdom,Nigeria,29
1995,United Kingdom,Pakistan,769
1995,United Kingdom,Peru,20
1995,United Kingdom,Poland,5
1995,United Kingdom,Romania,79
1995,United Kingdom,Russian Federation,154
1995,United Kingdom,Sudan,1845
1995,United Kingdom,Sierra Leone,40
1995,United Kingdom,Somalia,11197
1995,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),2320
1995,United Kingdom,Seychelles,25
1995,United Kingdom,Syrian Arab Rep.,5
1995,United Kingdom,Togo,5
1995,United Kingdom,Turkey,5637
1995,United Kingdom,Uganda,3849
1995,United Kingdom,Viet Nam,5
1995,United Kingdom,Stateless,86
1995,United Kingdom,Yemen,10
1995,United Kingdom,South Africa,20
1995,United Kingdom,Zimbabwe,5
1995,Ghana,Central African Rep.,1
1995,Ghana,Cameroon,1
1995,Ghana,Czech Rep.,3
1995,Ghana,Ethiopia,7
1995,Ghana,Liberia,13899
1995,Ghana,Nigeria,3
1995,Ghana,Rwanda,1
1995,Ghana,Sudan,5
1995,Ghana,Togo,69280
1995,Guinea,Burundi,4
1995,Guinea,Burkina Faso,1
1995,Guinea,Central African Rep.,1
1995,Guinea,Algeria,1
1995,Guinea,Liberia,418210
1995,Guinea,Nigeria,1
1995,Guinea,Rwanda,8
1995,Guinea,Sierra Leone,254070
1995,Guinea,Togo,2
1995,Gambia,Ethiopia,1
1995,Gambia,Liberia,150
1995,Gambia,Senegal,2393
1995,Gambia,Sierra Leone,4050
1995,Gambia,Somalia,5
1995,Guinea-Bissau,Liberia,43
1995,Guinea-Bissau,Senegal,15100
1995,Guinea-Bissau,Sierra Leone,207
1995,Greece,Iran (Islamic Rep. of),1077
1995,Greece,Iraq,1543
1995,Greece,Sri Lanka,136
1995,Greece,Serbia and Kosovo (S/RES/1244 (1999)),21
1995,Greece,Turkey,1395
1995,Guatemala,Angola,4
1995,Guatemala,Colombia,1
1995,Guatemala,Cuba,11
1995,Guatemala,Ghana,1
1995,Guatemala,Honduras,14
1995,Guatemala,Haiti,16
1995,Guatemala,Iran (Islamic Rep. of),3
1995,Guatemala,Jordan,1
1995,Guatemala,Liberia,4
1995,Guatemala,Nigeria,3
1995,Guatemala,Nicaragua,1040
1995,Guatemala,Panama,1
1995,Guatemala,Peru,9
1995,Guatemala,Palestinian,1
1995,Guatemala,El Salvador,382
1995,Guatemala,Somalia,1
1995,Guatemala,Venezuela (Bolivarian Republic of),3
1995,Guatemala,South Africa,1
1995,"China, Hong Kong SAR",Sri Lanka,1
1995,"China, Hong Kong SAR",Nigeria,1
1995,"China, Hong Kong SAR",Viet Nam,1479
1995,Croatia,Bosnia and Herzegovina,193544
1995,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),5103
1995,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),8553
1995,Indonesia,Viet Nam,19
1995,India,Afghanistan,19916
1995,India,Angola,1
1995,India,Armenia,4
1995,India,Bangladesh,53500
1995,India,China,98000
1995,India,Ethiopia,13
1995,India,Croatia,1
1995,India,Iran (Islamic Rep. of),220
1995,India,Iraq,36
1995,India,Israel,15
1995,India,Lao People's Dem. Rep.,3
1995,India,Liberia,3
1995,India,Sri Lanka,55062
1995,India,Myanmar,307
1995,India,Rwanda,5
1995,India,Sudan,101
1995,India,Somalia,286
1995,India,Serbia and Kosovo (S/RES/1244 (1999)),5
1995,India,Viet Nam,2
1995,Iran (Islamic Rep. of),Afghanistan,1429038
1995,Iran (Islamic Rep. of),Iraq,595500
1995,Iraq,Eritrea,621
1995,Iraq,Iran (Islamic Rep. of),38128
1995,Iraq,Palestinian,62635
1995,Iraq,Sudan,227
1995,Iraq,Somalia,320
1995,Iraq,Turkey,14791
1995,Iceland,Serbia and Kosovo (S/RES/1244 (1999)),32
1995,Iceland,Viet Nam,122
1995,Italy,Afghanistan,52
1995,Italy,Angola,58
1995,Italy,Albania,1260
1995,Italy,Armenia,5
1995,Italy,Burundi,7
1995,Italy,Benin,1
